,Job_Title,Company_Website,Seniority Level,Employment Type,Job Function,Industry Type,Selected Role Daily Task
124,Junior Data Scientist,https://in.linkedin.com/company/jobdost,Associate,Full-time,Engineering and Information Technology,Human Resources,"Machine learning engineer with 1+ years of experience using Python for NLP, computer vision, and AWS."
125,Machine Learning Engineer - Computer Vision/NLP,https://www.linkedin.com/company/shoppingwish-shoppingwish-in-,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,AI/ML expert with 5+ years of experience in building production-grade machine learning models for various applications.
126,Senior Machine Learning Engineer,https://au.linkedin.com/company/quantium,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Quantium seeks an MLOps engineer to design data pipelines and deploy scalable machine learning solutions in GCP.
127,Machine Learning Engineer,https://in.linkedin.com/company/vitrana-private-limited,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Machine Learning Engineer role requires 2-4 years of experience, strong math and coding skills, and familiarity with ML frameworks and libraries."
128,Scientist- Data Engineering,https://bm.linkedin.com/company/axaxl,Not Applicable,Full-time,"Research, Analyst, and Information Technology",Insurance,AXA XL seeks a Scientist for Data Platform Optimization to optimize data and AI assets for business growth and innovation.
129,Python Developer,https://www.linkedin.com/company/fusion-plus-solutions-inc,Entry level,Full-time,Information Technology,Information Technology & Services,Python developer with AWS and Lambda experience sought for Infosys office in India.
130,Data Scientist,https://in.linkedin.com/company/firstprinciplelabs,Entry level,Full-time,Engineering and Information Technology,Research,"Data scientist role in a Data Labs team, requiring data science skills and experience with R, Python, and Hadoop."
131,Deep Learning Engineer,https://in.linkedin.com/company/texnano,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet","Deep Learning Researchers needed for AI advancements in healthcare, focusing on pancreatic cancer detection and pediatric heart surgery preparation."
132,Data Scientist,https://in.linkedin.com/company/billeasy,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet","Data Scientist job in Mumbai, requiring 5-7 years of experience. Salary range: Rs. 5,00,000 to Rs. 9,00,000 per annum."
133,Lead Data Scientist,https://in.linkedin.com/company/artivatic,Mid-Senior level,Full-time,Information Technology,Insurance and Banking,"Artivatic automates insurance and healthcare decisions with AI to provide efficiency, transparency, and personalization."
134,Data Scientist,https://www.linkedin.com/company/varite,Associate,Contract,Information Technology,Information Technology & Services,Gainwell Technologies seeks an experienced Data Scientist for its Bangalore office to develop and deploy machine learning models using AWS.
135,Data Scientist,https://in.linkedin.com/company/artingdigital,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Data Scientist role, 6+ years of experience, onsite work mode, requires skills in Data Science, Python, SQL, Azure, AWS, and banking domain."
136,Data Scientist,https://in.linkedin.com/company/railofy,Mid-Senior level,Full-time,Engineering and Information Technology,Rail Transportation,VC-funded startup solving train ticket waitlist and RAC issues by offering flight protection.
137,Senior Data Scientist,https://www.linkedin.com/company/epam-systems,Associate,Full-time,"Business Development, Information Technology, and Engineering",Software Development and IT Services and IT Consulting, äußerst
138,Interesting Job Opportunity: Data Science Engineer - Machine Learning/Deep Learning,https://www.linkedin.com/company/rubypy,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development",Data Science Developer needed in Indore for formulating and managing data-driven projects using advanced statistical procedures.
139,Data Scientist - AI/ Azure Open AI/ LLM,https://in.linkedin.com/company/changeleaders,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Data Scientist role requires 6+ years of experience in AI/ML, Azure Open AI, Cognitive Services, Python, and JavaScript frameworks."
140,Data Scientist I - Lightning Job By Cutshortâ¡,https://www.linkedin.com/company/enlyft,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Enlyft seeks a data scientist to develop machine-learning models and contribute to product development.
141,Data Scientist,https://ch.linkedin.com/company/abb,Not Applicable,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing","ABB seeks a Data Scientist to drive diversity, implement analytics strategies, and develop statistical models using AI and machine learning."
142,Data Scientist,https://in.linkedin.com/company/mirafra-technologies,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,"Strong in Machine Learning, Deep Learning, Python, and Problem Solving. Experienced in TensorFlow, PyTorch, and OpenCV."
143,Data Scientist - Spark/Python/Redshift,https://in.linkedin.com/company/boyenhaddin,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,Data Scientist: Analyze and leverage company data to drive business solutions using statistical modeling and machine learning techniques.
144,Data Scientist - AI/ Azure Open AI/ LLM,https://in.linkedin.com/company/changeleaders,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Data Scientist role in Mumbai/Pune/Bangalore/Chennai/Hyderabad/Kolkata requiring 6+ years of experience in Azure Open AI, Cognitive services, Python, JavaScript frameworks, and .Net."
145,Machine Learning Engineer,https://www.linkedin.com/company/examroomai,Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting,"ML Engineer needed with 5+ years of experience in NLP, CNN, RNN, LSTM, Transformer Clustering, Reinforcement Learning, Regression, etc."
146,Sr. Data Scientist,https://in.linkedin.com/company/expert-awign,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet","Awign Expert seeks a Python expert for data analysis, data science, and machine learning projects."
147,Senior Data Scientist / Engineer,https://in.linkedin.com/school/kalvium/,Mid-Senior level,Full-time,Engineering and Information Technology,Higher Education,Kalvium seeks a founding data scientist to define outcomes-based learning methodologies and improve student progress through data analysis.
148,ML Researcher,https://in.linkedin.com/company/boyenhaddin,Mid-Senior level,Full-time,Other,Staffing and Recruiting,Experienced Machine Learning Researcher with 10+ years in AI-ML development seeks to apply advanced algorithms and cutting-edge techniques to complex business problems.
149,Machine Learning Operations (MLOps) Engineer - Python,https://www.linkedin.com/company/mclaren-strategic-solutions-mss,Entry level,Full-time,Engineering and Information Technology,Business Consulting and Services,"McLaren Strategic Solutions seeks a Python-proficient MLOps Engineer for data and analytics team, with experience in RESTful APIs, databases, and machine learning frameworks."
150,Data Scientist: Artificial Intelligence,https://www.linkedin.com/company/ibm,Not Applicable,Full-time,Information Technology,Computer Hardware Manufacturing,"IBM seeks a Data Scientist to transform client data into business value using AI and ML tools, with 5-7 years of Python and ML experience."
151,Assistant Scientist- Data Engineering,https://bm.linkedin.com/company/axaxl,Not Applicable,Full-time,"Research, Analyst, and Information Technology",Insurance,"AXA XL seeks an Assistant Scientist for its Data Engineering team to design, develop, and maintain ETL pipelines using Pyspark."
152,Data Scientist: Artificial Intelligence,https://www.linkedin.com/company/ibm,Not Applicable,Full-time,Information Technology,Computer Hardware Manufacturing,"IBM seeks a Data Scientist to transform client data into tangible business value through analysis, communication, and collaboration."
153,Python Developer Jr,https://in.linkedin.com/company/futuremug,Associate,Full-time,Engineering,Human Resources Services,"Python Developer role in Kochi requires 3+ years of experience, immediate joiners preferred. Responsibilities include designing, implementing, and testing Python applications."
154,Data Scientist - AI/ML,https://nl.linkedin.com/company/philips,Not Applicable,Full-time,Engineering and Information Technology,Hospitals and Health Care,"Philips seeks a Data Scientist skilled in AI/ML for medical image processing, collaboration, and NPI development."
155,Lead Data Scientist,https://www.linkedin.com/company/bread-financial,Mid-Senior level,Full-time,Other,Banking and Financial Services,"Lead Data Scientist role involves advanced analytics, model development, collaboration, model risk management, coaching, and innovation in data science."
156,Data Scientist,https://www.linkedin.com/company/ibm,Not Applicable,Full-time,Information Technology,Computer Hardware Manufacturing,"IBM seeks an experienced Data Scientist to utilize AI/ML for business solutions, requiring expertise in Python, AI frameworks, and data engineering."
157,Data Scientist - AI/ML,https://nl.linkedin.com/company/philips,Not Applicable,Full-time,Engineering and Information Technology,Hospitals and Health Care,"Philips seeks a Data Scientist skilled in AI/ML for medical image processing, collaboration, NPI development, mentoring, and various technical tools."
158,Assistant Scientist –Data Engineering,https://bm.linkedin.com/company/axaxl,Not Applicable,Full-time,"Research, Analyst, and Information Technology",Insurance,AXA XL seeks an Assistant Scientist for its Data Engineering team to create and stabilize its Enterprise data lake using data pipelines.
159,Lead Data Scientist,https://www.linkedin.com/company/yash-technologies,Mid-Senior level,Full-time,Information Technology,Information Services,"Develop innovative machine learning solutions, implement algorithms, and work with massive datasets to drive business value."
160,Data Scientist - Spark/Python/Redshift,https://in.linkedin.com/company/boyenhaddin,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Data Scientist role seeks skilled professional to optimize products, strategies, and customer experiences using data analysis."
161,KreditBee - Senior Data Scientist - SQL/Python,https://in.linkedin.com/company/kreditbee,Mid-Senior level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","Krazybee, India's largest fintech lending platform, seeks an experienced analyst to drive data-driven insights and improve business processes."
162,Senior Machine Learning Engineer,https://www.linkedin.com/company/opendoor-com,Mid-Senior level,Full-time,Engineering,Real Estate,"Opendoor seeks a Machine Learning Engineer to design, implement, and support ML frameworks and systems."
163,Data Scientist,https://in.linkedin.com/company/head-digital-works-pvt-ltd,Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage","Head Digital Works, a leading Indian online skill gaming company, seeks a Data Scientist to join its diverse team. The ideal candidate will have at least 4 years of experience working with real-world data and building statistical models. They should have hands-on experience in programming with Python, SQL, and Excel, and a deep understanding of key supervised and unsupervised ML algorithms. The candidate should also be able to break down problems, ask the right questions, analyze data, and generate insights. Head Digital Works offers a competitive salary, flexible working hours, a career development program, and more."
164,EbizON|| Data Scientist || Dehradun,https://in.linkedin.com/company/ebizon,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,"EbizON seeks a Data Scientist to analyze data, build models, and collaborate on solutions in Dehradun, India."
165,Data Scientist,https://www.linkedin.com/company/paypal,Not Applicable,Full-time,Engineering and Information Technology,"Software Development, Financial Services, and Technology, Information and Internet",PayPal seeks a Data Scientist to support model governance and monitoring in credit risk management.
166,Interesting Job Opportunity: Artificial Intelligence/Machine Learning Developer - Python Programming,https://in.linkedin.com/company/consulting-pandits,Not Applicable,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","AI/ML Developer needed for Python programming and data science projects, involving deep learning and natural language processing."
167,Data Scientist,https://www.linkedin.com/company/fusion-plus-solutions-inc,Associate,Full-time,Information Technology,Information Technology & Services,"Data Scientist role involving machine learning, NLP, and statistics to solve business problems using Python, PySpark, and AI techniques."
168,Data Scientist: Artificial Intelligence,https://www.linkedin.com/company/ibm,Not Applicable,Full-time,Information Technology,Computer Hardware Manufacturing,"IBM seeks a Data Scientist to transform client data into tangible business value through analysis, communication, and collaboration."
169,Machine Learning Engineer,https://in.linkedin.com/company/optical-arc-pvt-ltd,Mid-Senior level,Contract,Engineering,IT Services and IT Consulting,Optical Arc seeks a Machine Learning Engineer to develop and implement cutting-edge models for various applications.
170,Data Scientist,https://in.linkedin.com/company/datagrid-solutions,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Data scientist with 5-6 years of experience in data analysis, linear regression, ensemble modeling, and data visualization."
171,Data Scientist,https://in.linkedin.com/company/ideslabs-pvt-ltd,Entry level,Full-time,Other,IT Services and IT Consulting,Sr.Data Scientist job opening at NTT DATA in PAN INDIA. 5+ years of experience required. Immediate joiners preferred.
172,(IND) Data Scientist III,https://in.linkedin.com/company/walmartglobaltechindia,Entry level,Full-time,Engineering and Information Technology,Software Development,"Walmart Global Tech seeks a Data Scientist to analyze complex problems, create models, and communicate insights to business partners."
173,Senior Machine Learning Engineer,https://www.linkedin.com/company/opendoor-com,Mid-Senior level,Full-time,Engineering,Real Estate,"Opendoor seeks a Software Engineer to design, implement, and support machine learning frameworks and systems."
174,Data Scientist,https://in.linkedin.com/company/ideslabs-pvt-ltd,Entry level,Full-time,Other,IT Services and IT Consulting,"Data Scientist with 10+ years of experience in SAS, manufacturing background, and expertise in identifying business needs and building scalable ML solutions."
175,Data Scientist,https://in.linkedin.com/company/ideslabs-pvt-ltd,Entry level,Full-time,Other,IT Services and IT Consulting,"Strong AI/ML expertise, experienced in model creation lifecycle, proficient in AI/ML libraries, and effective communication skills."
176,Junior Python Developer,https://in.linkedin.com/company/zithas,Executive,Full-time,Information Technology,IT Services and IT Consulting,"Zithas Technologies seeks a Junior Python Developer with 1-3 years of experience for software development in Vadodara, India."
177,Machine Learning Engineer,https://www.linkedin.com/company/thena-platform,Associate,Full-time,Engineering and Information Technology,Software Development,Thena seeks a Machine Learning Engineer with 2-4 years of experience in NLP and text classification models for B2B communication.
178,Machine Learning Engineer,https://in.linkedin.com/company/huntingcube,Entry level,Full-time,Engineering and Information Technology,Human Resources Services,"JioCinema seeks a Machine Learning Engineer to design, develop, and implement data-driven strategies and machine learning models to improve engineering and technical function effectiveness."
179,Machine Learning Engineer,https://www.linkedin.com/company/techwave-consulting-inc,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"TechWave, a leading IT company, is hiring a Machine Learning Engine with 5+ years of experience for a full-time role."
180,Senior Data Scientist,https://in.linkedin.com/company/teamfocus-human-capital-pvt-ltd,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Senior Data Scientist role requiring 12+ years of experience in data analytics, expertise in statistical modeling, and proficiency in SQL, Spark SQL, and Python."
181,Artificial intelligence / Machine Learning Engineer,https://www.linkedin.com/company/cotocus,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,Entry-level Artificial Intelligence/Machine Learning Engineer with 2-8 years of experience in various technologies.
182,Data Scientist,https://in.linkedin.com/company/ideslabs-pvt-ltd,Entry level,Full-time,Other,IT Services and IT Consulting,IDESLABS PVT LTD is seeking an experienced Data Scientist with 7+ years of experience and NLP skills.
183,Data Scientist,https://in.linkedin.com/company/seven-n-half,Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting,Software Engineer needed with 2-6 years of experience in core software product development and data-intensive projects.
184,Machine Learning Engineer,https://in.linkedin.com/company/vingsfire-infotech,Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Python expert sought for Data Science and Machine Learning role to improve supply chain predictive model.
185,Senior Data Scientist,https://in.linkedin.com/company/walmartglobaltechindia,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,"Walmart seeks Senior Data Scientists to apply ML solutions, analyze complex problems, and drive actionable insights from data."
186,Senior Machine Learning Engineer,https://www.linkedin.com/company/opendoor-com,Mid-Senior level,Full-time,Engineering,Real Estate,"Opendoor seeks a Software Engineer to design, implement, and support a framework for the full ML lifecycle specialized to its unique requirements."
187,Python + OCR,https://www.linkedin.com/company/intuitive-apps,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,"Python developer wanted for AI/ML team, specializing in OCR and machine learning algorithms."
188,Data Scientist,https://in.linkedin.com/company/promptsoftech,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Job requires 2-3 years of experience in data analytics, machine learning, and predictive modeling using R, Python, and SQL."
189,Python Data Scientist - ESG Research,https://uk.linkedin.com/company/esgbook,Internship,Full-time,Research,"Technology, Information and Internet","ESG Book offers ESG data and technology products. They prioritize diversity, equity, and inclusion in their team."
190,Data Scientist - Python/SQL,https://uk.linkedin.com/company/infiniti-research,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","Experienced Data Scientist needed for 3-5 years, skilled in Python, Git, SQL, OOP, Azure Machine Learning, and PowerBI."
191,Senior Data Scientist,https://in.linkedin.com/company/walmartglobaltechindia,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Walmart Labs seeks a Senior Data Scientist with a PhD or equivalent experience to develop and apply ML techniques at scale.
192,Data Scientist,https://www.linkedin.com/company/spinnaker-analytics,Associate,Full-time,Engineering and Information Technology,Information Technology & Services,ML model developer with 5-7 years' experience in insurance industry.
193,Data Scientist,https://in.linkedin.com/company/jobdost,Mid-Senior level,Full-time,Engineering and Information Technology,Human Resources,"Bachelors/Masters in quantitative field, 2+ years in ML, Python, ML techniques, Tensorflow/PyTorch, distributed computing frameworks, MongoDB, data science, R, and Python."
194,Senior Data Scientist / Deep Learning/ Computer Vision,https://in.linkedin.com/company/talent-socio,Mid-Senior level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Business Consulting and Services","Data Scientist role at a diversified enterprise in Mumbai, India, building analytics pipelines and solving business problems using machine learning and data engineering."
195,Data Scientist I,https://www.linkedin.com/company/syneos-health-wins-best-cro-award,Entry level,Full-time,Engineering and Information Technology,Business Consulting and Services,Syneos Health seeks a Data Scientist to develop innovative products and provide technical leadership.
196,Senior Data Scientist (ML Engineer),https://in.linkedin.com/company/walmartglobaltechindia,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,"Walmart Global Tech seeks a Senior Machine Learning Engineer to create scalable data science solutions, requiring a Master's and 5+ years of experience."
197,Associate Data Scientist,https://www.linkedin.com/company/metlife,Not Applicable,Full-time,Engineering and Information Technology,Financial Services and Insurance,MetLife's Hyderabad center for advanced analytics & research offers data science and analytics career opportunities for enthusiastic individuals.
198,Data scientist,https://in.linkedin.com/company/getinz-executive-search-firm,Mid-Senior level,Full-time,Engineering and Information Technology,Business Consulting and Services,"Expertise in statistical techniques, data mining, machine learning algorithms, and programming languages for data analysis."
199,Data Scientist,https://in.linkedin.com/company/ideslabs-pvt-ltd,Entry level,Full-time,Other,IT Services and IT Consulting,"5+ years of experience in Power BI development, report building, DAX, Power Queries, service, gateway, and healthcare domain knowledge."
200,Senior Data Scientist,https://www.linkedin.com/company/epam-systems,Associate,Full-time,"Business Development, Information Technology, and Engineering",Software Development and IT Services and IT Consulting,"Senior Data Scientist role available, requiring 6+ years of experience. Responsibilities include using advanced data science techniques to improve personalization features and develop recommendation systems."
201,Data Scientist,https://fr.linkedin.com/company/michelin,Not Applicable,Full-time,Engineering and Information Technology,"Motor Vehicle Manufacturing, Research Services, and Truck Transportation","NLP expert with 6+ years of experience, skilled in building enterprise-grade NLP solutions and implementing deep learning models."
202,Python Developer,https://www.linkedin.com/company/optimhire,Associate,Full-time,Engineering and Information Technology,Human Resources Services,"Python Developer job in Ahmedabad with 4-6 years of experience, expertise in Python frameworks, and knowledge of web technologies and server-side programming."
203,Data Scientist,https://uk.linkedin.com/company/barclays-bank,Mid-Senior level,Full-time,Engineering and Information Technology,Banking and Financial Services,"Barclays seeks a Data Scientist in Chennai to strengthen risk management and enhance data modeling, analysis, and reporting."
204,Data Engineer - AI / ML,https://www.linkedin.com/company/initoinc,Entry level,Full-time,"Information Technology, Analyst, and Engineering","Wellness and Fitness Services, Hospitals and Health Care, and Medical Practices","Design, build, and maintain data systems for machine learning and NLP applications."
205,Data Scientist,https://www.linkedin.com/company/amdocs,Entry level,Full-time,Engineering and Information Technology,Software Development,"Data Scientist role at Amdocs requires expertise in data mining, machine learning, and data visualization to drive informed decision-making."
206,"Machine Learning Engineer (ML Algorithms, Python, AWS)",https://www.linkedin.com/company/carrier,Executive,Full-time,Engineering and Information Technology,Wholesale Building Materials,"Machine Learning Engineer job in Hyderabad, India, for developing robust ML and Gen AI models/services."
207,Python Developer - Vihaan,https://www.linkedin.com/company/fusion-plus-solutions-inc,Associate,Full-time,Information Technology,Information Technology & Services,"Python developer job at Infosys India, AWS and Lambda experience preferred."
208,Senior Machine Learning Engineer (Remote),https://sa.linkedin.com/company/mytaffi,Mid-Senior level,Full-time,Engineering and Information Technology,Retail Apparel and Fashion,"Taffi seeks a machine learning expert to lead data analysis, model development, and deployment for impactful product outcomes."
209,Python Developer (40 - 60 LPA),https://www.linkedin.com/company/mercor-ai,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Python Developer role involving software design, code review, collaboration, optimization, and troubleshooting, using various tech stacks and requiring a bachelor's degree and 4+ years of experience."
210,Senior Data Scientist,https://www.linkedin.com/company/sciera-inc,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,"Data Scientist lead role in Chennai for 8+ years experienced candidates, with expertise in data analysis, machine learning, and business intelligence."
211,Data Scientist,https://www.linkedin.com/company/dataeconomysolutions,Entry level,Full-time,Information Technology,IT Services and IT Consulting,"Data Scientist role in Hyderabad/Pune requires 6-9 years of experience in data mining, statistical analysis, and programming languages like Python, Java, and R."
212,Data Scientist/Senior Data Scientist,https://in.linkedin.com/company/grazitti-interactive,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Senior Data Scientist needed to lead data-driven projects, manage junior staff, and provide insights to drive business strategies."
213,Python Developer Junior,https://in.linkedin.com/company/futuremug,Associate,Full-time,Engineering,Human Resources Services,"Python Developer role in Kochi, requires 3+ years of experience, including Python proficiency, SQL/NoSQL database knowledge, and Django framework experience."
214,Data Science Engineer 1,https://in.linkedin.com/company/boyenhaddin,Entry level,Full-time,Information Technology,Staffing and Recruiting,"Data Science & Machine Learning role requiring 2-3 years of Python development, experience with large language models, and proficiency in web technologies, calculus, and machine learning algorithms."
215,Data Scientist,https://in.linkedin.com/company/nitara-gormalone,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,"GormalOne seeks an experienced Machine Learning Engineer to develop and deploy ML pipelines, fostering knowledge sharing within the team."
216,Data Scientist,https://www.linkedin.com/company/techwave-consulting-inc,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Techwave seeks an experienced Data Scientist to drive advanced analytics and AI solutions, enabling clients to maximize potential through technology services."
217,Machine Learning Forward Deploy Engineer - LLM,https://www.linkedin.com/company/dynamofl,Entry level,Full-time,Engineering and Information Technology,Information Technology & Services,"DynamoFL develops private, personalized, and safe language models for Fortune 500 companies."
218,Senior Data Scientist (Remote),https://www.linkedin.com/company/codvo,Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting,"Senior Data Scientist role at Codvo requires 5+ years of experience in statistical techniques, NLP, machine learning, and deep learning frameworks."
219,Clinical Programmer,https://uk.linkedin.com/company/astrazeneca,Entry level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,"Clinical Programmer role at AstraZeneca involves programming, dashboard development, and data analysis for clinical trials."
220,Interesting Job Opportunity: Machine Learning Engineer - Computer Vision,https://in.linkedin.com/company/cientra,Entry level,Full-time,Information Technology,"Technology, Information and Internet, Software Development, and Technology, Information and Media","Develop and deploy efficient ML models on client hardware, collaborating with hardware teams and following agile methodology."
221,Data Scientist,https://in.linkedin.com/company/tech-mahindra,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"IT job opening in Hyderabad, India for a Data Modeling expert with 5-9 years of experience."
222,Thoucentric - Data Scientist - Python/Python/Numpy,https://in.linkedin.com/company/thoucentric,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","Thoucentric, a consulting arm of Xoriant, seeks experienced Data Scientists for innovative machine learning solutions."
223,Python Developer,https://in.linkedin.com/company/acmeservices,Entry level,Full-time,Other,Human Resources Services,"Python developer with Flask experience, Linux proficiency, Celery familiarity, optimization skills, and MongoDB expertise."
224,Lead Data Scientist,https://www.linkedin.com/company/epam-systems,Mid-Senior level,Full-time,"Business Development, Information Technology, and Engineering",Software Development and IT Services and IT Consulting,Lead Data Scientist role to enhance user experiences using data-driven insights and NLP algorithms.
225,Data Science Reliability Engineer,https://in.linkedin.com/company/kudzuinfotech,Mid-Senior level,Full-time,Engineering and Information Technology,Information Technology & Services,"The Data Science Reliability Engineer ensures the reliability, scalability, and efficiency of data science systems and models."
226,Lead Data Scientist,https://www.linkedin.com/company/epam-systems,Mid-Senior level,Full-time,"Business Development, Information Technology, and Engineering",Software Development and IT Services and IT Consulting,"Lead Data Scientist: Leverage data to enhance user experiences, personalization, and innovation."
227,Lead Data Scientist,https://in.linkedin.com/company/teamfocus-human-capital-pvt-ltd,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Data Science leader with experience, communication skills, and technical expertise in AI, machine learning, and NLP."
228,Data Scientist,https://in.linkedin.com/company/alp-consulting-ltd.,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Data scientist role in Pune, Bangalore, or Chennai, requiring strong credit risk modeling experience."
229,Principal Project Manager,https://www.linkedin.com/company/sagilityhealth,Mid-Senior level,Full-time,Health Care Provider,Data Infrastructure and Analytics and IT System Data Services, alluring of Excellence
230,Principal - Data Scientist,https://in.linkedin.com/company/changeleaders,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Principal Data Scientist with 7+ years of experience needed for Bokaro location. Expertise in data science, team management, and machine learning is required."
231,Data Scientist,https://www.linkedin.com/company/ispatialtec,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Data Scientist role requiring 7-10 years' experience in complex multi-platform development, data mining, and predictive modeling."
232,Data Scientist,https://www.linkedin.com/company/indix,Entry level,Full-time,Engineering and Information Technology,Software Development,"Indix seeks a Software Engineer – ML with 3+ years of experience, strong engineering background, and expertise in Hadoop, Spark, Scala/Python/C++, and text mining."
233,Senior Data Scientist,https://www.linkedin.com/company/epam-systems,Associate,Full-time,"Business Development, Information Technology, and Engineering",Software Development and IT Services and IT Consulting,Senior Data Scientist wanted to improve user experiences and drive innovation through advanced data science techniques.
234,AI ML Engineer Senior,https://www.linkedin.com/company/qualcomm,Not Applicable,Full-time,Other,Telecommunications,"Software Engineers wanted to help develop AI software using C/C++ for Android, Linux, and deep learning frameworks."
235,Data Scientist (Real-World Evidence or RWE or HEOR) - Homebased,https://uk.linkedin.com/company/pharmiweb-jobs,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,ICON is a healthcare intelligence and clinical research organization that provides outsourced services to various organizations in the pharmaceutical and healthcare industries.
236,Data Scientist,https://in.linkedin.com/company/essenware-private-limited,Entry level,Full-time,Other,IT Services and IT Consulting,"5+ years experience in Power BI development, including report building, DAX, and healthcare domain knowledge."
237,Senior Data Scientist - NLP,https://www.linkedin.com/company/fractal-analytics,Mid-Senior level,Full-time,Engineering and Information Technology,Business Consulting and Services,"Fractal seeks experienced Data Scientist for NLP tasks in Japanese text data analysis, offering a dynamic and collaborative work environment."
238,Zinrelo - Artificial Intelligence/Machine Learning Engineer,https://www.linkedin.com/company/zinrelo,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","Design, develop, and deploy machine learning models to solve business problems and create actionable insights."
239,Machine Learning Engineer,https://www.linkedin.com/company/spacemultimedia,Associate,Full-time,Information Technology,Software Development,"Machine Learning Engineer needed for Hyderabad, India office. 4-6 years experience necessary."
240,Senior Data Scientist,https://www.linkedin.com/company/epam-systems,Associate,Full-time,"Business Development, Information Technology, and Engineering",Software Development and IT Services and IT Consulting,Senior Data Scientist role available to leverage data for enhanced user experiences and innovation.
241,Data Scientist,https://in.linkedin.com/company/ideslabs-pvt-ltd,Entry level,Full-time,Other,IT Services and IT Consulting,Immediate openings for experienced Data Scientists at NTT DATA across India. Share CVs to careers@ideslabs.com.
242,AI ML Engineer Senior,https://www.linkedin.com/company/qualcomm,Not Applicable,Full-time,Other,Telecommunications,"Qualcomm seeks Software Engineers to develop AI software, optimize neural networks, and collaborate with diverse teams."
243,Python Developer Trainee/Intern,https://in.linkedin.com/company/razormet,Entry level,Full-time,Engineering and Information Technology,Software Development,"Python developer role requires proficiency in Python, Django, Flask, data integration, and effective communication."
244,Manager_Lead_Data Scientist/ Machine Learning _Pune,https://uk.linkedin.com/company/vois,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Vodafone Intelligent Solutions (VOIS) is a global organization focused on delivering value and enhancing efficiency for Vodafone Group.
245,Data Scientist,https://in.linkedin.com/company/ideslabs-pvt-ltd,Entry level,Full-time,Other,IT Services and IT Consulting,IDES LABS PVT LTD has immediate openings for experienced Data Scientists in India on a contract basis.
